City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
287,zhigansk,0,RU,1524969598,57,66.77,123.37,24.74,11.23
288,vao,0,EE,1524969598,91,59.1,26.19,37.16,2.62
289,parchim,75,DE,1524964800,87,53.43,11.85,50.0,1.12
290,sur,0,OM,1524969599,78,22.57,59.53,85.31,6.2
291,puerto escondido,8,MX,1524969599,100,15.86,-97.07,84.14,2.95
292,jawhar,20,IN,1524969600,79,19.91,73.23,80.27,3.62
293,flinders,75,AU,1524967200,87,-34.58,150.85,60.8,9.17
294,te anau,92,NZ,1524969600,100,-45.41,167.72,44.54,3.74
295,itarema,48,BR,1524969601,95,-2.92,-39.92,74.96,5.19
296,lamu,92,ID,1524969601,100,0.57,122.3,74.6,2.73
297,kenai,90,US,1524967620,87,60.55,-151.26,44.6,9.17
298,artyom,0,RU,1524967200,42,43.36,132.19,62.6,17.9
299,labuhan,68,ID,1524969602,80,-2.54,115.51,83.6,2.95
300,ivolginsk,75,RU,1524967200,48,51.75,107.28,42.8,4.47
301,tambovka,0,UA,1524969603,67,46.93,35.45,47.69,6.76
302,hilo,90,US,1524966960,88,19.71,-155.08,71.6,13.87
303,marzuq,0,YE,1524969603,94,14.4,46.47,58.22,2.39
304,souillac,90,FR,1524967200,93,45.6,-0.6,50.0,2.24
305,davila,20,PH,1524967200,66,18.47,120.58,89.6,6.93
306,mogwase,56,ZA,1524969605,72,-25.28,27.22,49.49,2.62
307,mahebourg,75,MU,1524967200,57,-20.41,57.7,77.0,11.41
308,bitam,92,GA,1524969605,99,2.08,11.49,71.27,1.83
309,shache,0,CN,1524969606,33,38.42,77.24,63.08,4.74
310,ketchikan,1,US,1524966960,34,55.34,-131.65,53.6,13.87
311,anloga,20,GH,1524967200,88,5.79,0.9,82.4,9.17
312,iralaya,88,HN,1524969607,88,15.0,-83.23,80.9,6.31
313,gat,8,SN,1524969608,69,14.69,-16.54,68.21,13.24
314,paka,0,HR,1524967200,93,45.29,18.06,60.8,6.93
315,tame,92,CO,1524969608,100,6.46,-71.72,59.66,2.06
316,oras,76,PH,1524969609,100,12.14,125.44,79.46,6.31
317,estelle,1,US,1524968400,40,32.87,-97.01,78.8,5.82
318,san cristobal,75,EC,1524967200,93,-0.39,-78.55,50.0,2.24
319,tomakomai,0,JP,1524967200,51,42.65,141.6,59.0,18.34
320,pankrushikha,0,RU,1524969610,84,53.83,80.35,51.11,4.41
321,soyo,92,AO,1524969611,97,-6.13,12.37,77.57,3.4
322,akureyri,0,IS,1524967200,100,65.68,-18.09,28.4,3.36
323,zaraza,32,VE,1524969612,86,9.35,-65.33,76.58,8.1
324,reichenau,0,DE,1524966600,93,51.25,13.96,53.6,4.7
325,herat,0,AF,1524964500,67,34.35,62.22,60.8,2.24
326,hamilton,92,BM,1524969316,94,32.3,-64.78,71.54,26.66
327,skiathos,0,GR,1524966600,82,39.16,23.49,55.4,4.7
328,hay river,75,CA,1524967200,74,60.82,-115.79,37.4,4.7
329,lensk,32,RU,1524969615,49,60.71,114.91,35.81,6.76
330,xichang,24,CN,1524969615,37,27.88,102.25,67.94,1.5
331,qaqortoq,24,GL,1524966600,74,60.72,-46.03,33.8,9.17
332,boddam,80,GB,1524966600,93,57.47,-1.78,35.6,3.36
333,sao joao da barra,8,BR,1524969616,100,-21.64,-41.05,77.21,8.1
334,seoul,0,KR,1524967200,30,37.57,126.98,69.8,5.82
335,ferkessedougou,48,CI,1524969617,87,9.6,-5.2,74.69,4.85
336,magoula,0,GR,1524966600,49,38.08,23.52,69.8,13.87
337,gamba,0,CN,1524969618,79,28.28,88.52,22.94,3.18
338,kasempa,8,ZM,1524969618,87,-13.46,25.83,56.42,6.98
339,bagdarin,24,RU,1524969618,35,54.44,113.59,38.69,5.86
340,bud,92,NO,1524966600,86,62.91,6.91,39.2,4.7
341,suoyarvi,56,RU,1524969619,96,62.08,32.35,35.63,2.73
342,kanniyakumari,8,IN,1524969619,100,8.08,77.57,83.78,4.85
343,busayra,0,JO,1524969620,80,30.74,35.61,51.74,2.06
344,vizinga,32,RU,1524969620,92,61.08,50.08,34.01,3.62
345,deputatskiy,32,RU,1524969620,88,69.3,139.9,22.67,7.43
346,carballo,0,ES,1524967200,93,43.21,-8.69,46.4,6.93
347,katherine,0,AU,1524967200,31,-14.47,132.26,87.8,8.05
348,salalah,40,OM,1524966600,83,17.01,54.1,82.4,5.82
349,agogo,12,GH,1524969622,94,6.8,-1.08,73.34,4.29
350,iqaluit,40,CA,1524967200,77,63.75,-68.52,5.0,4.7
351,dryden,1,CA,1524967200,33,49.79,-92.84,44.6,8.05
352,amet,0,IN,1524969623,36,25.3,73.93,90.17,11.79
353,milkovo,0,BG,1524967200,76,41.53,24.68,57.2,4.7
354,nanortalik,8,GL,1524969624,97,60.14,-45.24,28.79,24.87
355,oranjestad,20,AW,1524967200,83,12.52,-70.03,80.6,20.8
356,kloulklubed,40,PW,1524966780,74,7.04,134.26,87.8,5.82
357,vila franca do campo,40,PT,1524967200,66,37.72,-25.43,53.6,6.93
358,tezu,32,IN,1524969625,61,27.93,96.16,71.09,1.61
359,punta alta,0,AR,1524967200,73,-27.46,-55.82,77.0,3.36
360,ambositra,64,MG,1524969626,100,-20.53,47.24,50.3,2.17
361,ixtapa,5,MX,1524966300,100,20.71,-105.21,77.0,3.36
362,lorengau,56,PG,1524969626,100,-2.02,147.27,80.81,9.55
363,cloquet,1,US,1524968220,43,46.72,-92.46,42.8,3.36
364,nome,1,US,1524968100,72,30.04,-94.42,68.0,4.7
365,mehamn,20,NO,1524969627,83,71.03,27.85,22.31,5.3
366,lincoln,80,GB,1524966600,93,53.23,-0.54,44.6,8.05
367,sola,0,NO,1524966600,86,58.89,5.65,41.0,6.93
368,tateyama,0,JP,1524967200,24,36.66,137.31,80.6,5.82
369,san policarpo,76,PH,1524969629,100,12.18,125.51,79.46,6.31
370,jalu,64,LY,1524969629,27,29.03,21.55,75.14,1.16
371,tuatapere,92,NZ,1524969629,100,-46.13,167.69,49.04,13.47
372,poronaysk,32,RU,1524969630,60,49.22,143.1,52.82,11.68
373,parana,90,BR,1524967200,94,-7.52,-72.89,75.2,3.36
374,bien unido,20,PH,1524967200,62,10.14,124.38,87.8,10.29
375,makakilo city,90,US,1524967020,47,21.35,-158.09,77.0,6.93
376,kamaishi,0,JP,1524967200,42,39.28,141.86,68.0,8.05
377,abu samrah,64,SY,1524969632,75,35.3,37.18,62.36,2.95
378,zemio,44,CF,1524969632,81,5.02,25.13,72.62,3.96
379,lulea,8,SE,1524966600,86,65.58,22.15,30.2,3.96
380,adre,0,TD,1524969633,54,13.47,22.2,60.02,4.74
381,lingao,24,CN,1524969633,82,19.91,109.69,84.5,4.97
382,the valley,20,AI,1524967200,69,18.22,-63.06,78.8,13.87
383,tautira,75,PF,1524969000,66,-17.73,-149.15,84.2,9.17
384,acajutla,8,SV,1524969634,88,13.59,-89.83,76.85,0.6
385,taoudenni,0,ML,1524969635,30,22.68,-3.98,68.57,10.78
386,avera,1,US,1524966900,59,33.19,-82.53,69.8,5.82
387,qasigiannguit,64,GL,1524966600,78,68.82,-51.19,15.8,16.11
388,bay roberts,90,CA,1524967200,100,47.58,-53.28,59.0,19.46
389,laredo,1,US,1524968100,56,27.51,-99.51,73.4,11.41
390,ponta do sol,88,BR,1524969637,60,-20.63,-46.0,71.0,5.64
391,miguel alves,64,BR,1524969637,97,-4.17,-42.89,73.61,2.17
392,youghal,20,IE,1524967200,93,51.95,-7.85,39.2,6.93
393,ahipara,92,NZ,1524969638,98,-35.17,173.16,64.88,14.47
394,lata,12,IN,1524969638,73,30.78,78.62,57.41,1.72
395,saint-joseph,0,FR,1524967200,93,43.56,6.97,60.8,3.36
396,altay,32,CN,1524969639,87,47.83,88.13,35.81,2.17
397,palu,44,ID,1524969640,74,-0.9,119.87,77.03,1.39
398,ostrovnoy,8,RU,1524969640,93,68.05,39.51,25.28,13.02
399,eureka,90,US,1524966900,87,40.8,-124.16,53.6,8.05
400,college,1,US,1524967080,36,64.86,-147.8,46.4,8.05
401,kichera,44,RU,1524969641,67,55.93,110.1,35.54,2.28
402,ucluelet,92,CA,1524969642,100,48.94,-125.55,44.27,2.06
403,cidreira,0,BR,1524969642,90,-30.17,-50.22,68.75,4.07
404,fort dix,90,US,1524968100,82,40.03,-74.62,57.2,9.17
405,maholi,0,IN,1524969643,53,27.65,80.48,84.05,11.79
406,curup,32,ID,1524969643,85,-3.47,102.53,78.74,1.95
407,houma,0,CN,1524969644,51,35.63,111.36,74.24,4.07
408,ust-nera,12,RU,1524969644,75,64.57,143.24,26.72,2.73
409,santa isabel,64,CO,1524969645,99,4.71,-75.1,63.44,2.06
410,constitucion,75,MX,1524966000,22,23.99,-104.67,75.2,11.41
411,essenbach,20,DE,1524966600,87,48.32,11.23,53.6,6.93
412,deloraine,0,CA,1524969646,31,49.18,-100.5,58.22,18.72
413,grindavik,0,IS,1524969000,74,63.84,-22.43,35.6,6.93
414,champerico,0,MX,1524969647,78,16.38,-93.6,71.36,2.73
415,arawa,32,NG,1524969647,94,7.05,3.9,76.76,2.95
416,clyde river,1,CA,1524967200,71,70.47,-68.59,5.0,18.34
417,zhireken,8,RU,1524969648,36,52.82,117.29,46.61,3.74
418,waterloo,90,CA,1524967200,72,43.47,-80.52,33.8,12.75
419,huilong,92,CN,1524969649,100,28.89,110.18,66.77,2.73
420,katobu,68,ID,1524969649,85,-4.94,122.53,85.49,3.29
421,palm city,0,PK,1524967200,44,33.58,73.11,77.0,2.24
422,kiruna,64,SE,1524966600,92,67.86,20.23,30.2,5.82
423,porbandar,0,IN,1524969477,86,21.64,69.61,81.62,11.23
424,cartersville,1,US,1524966960,63,34.17,-84.8,69.8,8.21
425,saldanha,92,PT,1524969652,87,41.42,-6.55,40.4,3.96
426,kuznechnoye,48,RU,1524969652,91,61.12,29.87,36.17,4.63
427,caravelas,92,BR,1524969653,100,-17.73,-39.27,77.84,12.91
428,ayame,24,CI,1524969653,100,5.61,-3.16,77.39,4.74
429,karratha,0,AU,1524969654,20,-20.74,116.85,93.23,12.91
430,ajaccio,0,FR,1524967200,87,41.93,8.74,60.8,5.82
431,maposeni,80,TZ,1524969654,95,-10.58,35.4,62.18,2.39
432,porgera,92,PG,1524969655,100,-5.46,143.15,56.42,0.04
433,kiunga,92,PG,1524969655,88,-6.12,141.3,78.11,2.73
434,linxia,8,CN,1524969655,52,35.6,103.21,55.07,4.97
435,ponta delgada,40,PT,1524967200,66,37.73,-25.67,53.6,6.93
436,coolum beach,56,AU,1524969656,91,-26.53,153.09,70.64,9.22
437,broken hill,0,AU,1524969614,46,-31.97,141.45,73.52,9.33
438,port blair,48,IN,1524969657,100,11.67,92.75,83.69,8.66
439,qitaihe,20,CN,1524969657,41,45.77,131.01,72.08,9.55
440,kalmunai,8,LK,1524969658,91,7.42,81.82,82.79,4.07
441,verkhoyansk,88,RU,1524969658,76,67.55,133.39,25.64,9.44
442,pandhana,0,IN,1524969658,38,21.73,76.26,88.1,7.31
443,gorzow wielkopolski,32,PL,1524969659,67,52.74,15.23,50.03,2.73
444,tres picos,0,MX,1524969659,78,16.23,-93.58,71.36,2.73
445,abonnema,12,NG,1524969660,96,4.71,6.79,73.34,3.18
446,torbat-e jam,0,IR,1524969660,40,35.24,60.63,59.21,2.39
447,la palma,88,CO,1524969661,100,5.36,-74.39,65.24,2.06
448,nuevo progreso,40,US,1524968100,73,26.05,-97.95,71.6,3.36
449,jumla,0,NP,1524969662,82,29.28,82.18,41.57,1.95
450,saint-georges,92,CA,1524969663,91,46.12,-70.67,43.46,0.72
451,vanimo,92,PG,1524969663,100,-2.67,141.3,79.82,5.64
452,minden,90,US,1524968100,34,38.95,-119.77,53.6,17.22
453,fortuna,0,ES,1524967200,100,38.18,-1.13,51.8,3.36
454,manokwari,24,ID,1524969664,100,-0.87,134.08,82.61,5.97
455,cairns,40,AU,1524967200,58,-16.92,145.77,82.4,21.92
456,port shepstone,88,ZA,1524969665,92,-30.74,30.45,66.32,7.65
457,adelaide,0,AU,1524967200,45,-34.93,138.6,66.2,9.17
458,osorno,80,CL,1524969665,81,-40.57,-73.14,44.36,7.65
459,mizque,20,BO,1524969666,94,-17.94,-65.34,48.77,2.95
460,nago,90,IT,1524966900,93,45.88,10.89,64.4,9.17
461,doha,0,QA,1524967200,61,25.29,51.53,80.6,11.41
462,ewa beach,90,US,1524967020,47,21.32,-158.01,77.0,6.93
463,svetlaya,76,RU,1524969667,64,46.54,138.33,48.32,18.05
464,lithakia,20,GR,1524966600,52,37.72,20.83,68.0,15.37
465,cheremukhovo,48,RU,1524969667,88,56.23,46.23,40.31,8.77
466,kysyl-syr,0,RU,1524969668,50,63.9,122.77,27.71,12.24
467,mersing,20,MY,1524969668,85,2.43,103.84,87.11,5.97
468,kilindoni,0,TZ,1524969669,98,-7.91,39.67,82.16,11.23
469,lumeje,0,AO,1524969669,71,-11.56,20.78,57.59,2.73
470,gdov,76,RU,1524969669,89,58.74,27.82,35.99,1.39
471,novobiryusinskiy,0,RU,1524969670,46,56.96,97.71,49.67,3.51
472,lufilufi,75,WS,1524967200,66,-13.87,-171.6,89.6,6.93
473,north bend,90,US,1524968100,76,43.41,-124.22,53.6,13.87
474,price,1,US,1524966780,8,39.6,-110.81,71.6,16.11
475,taua,75,SL,1524967200,78,8.79,-12.72,78.8,6.93
476,leh,32,IN,1524969672,98,34.16,77.58,14.21,2.06
477,aklavik,20,CA,1524967200,62,68.22,-135.01,23.0,10.29
478,san jose,12,PH,1524969475,59,15.79,120.99,87.92,2.62
479,khandyga,80,RU,1524969674,53,62.65,135.58,38.78,4.85
480,pyapon,8,MM,1524969674,77,16.29,95.68,88.64,3.62
481,atbasar,24,KZ,1524969675,84,51.81,68.36,53.27,14.47
482,myre,64,SE,1524966600,96,62.25,17.37,32.0,2.24
483,karakulino,88,RU,1524969675,90,56.01,53.71,40.76,30.47
484,zambezi,0,ZM,1524969675,71,-13.55,23.12,57.77,3.74
485,agirish,92,RU,1524969676,99,61.92,63.02,36.26,4.29
486,weymouth,44,US,1524966960,71,42.22,-70.94,60.8,11.41
487,maymyo,20,MM,1524965400,78,22.03,96.47,78.8,3.36
488,parabel,64,RU,1524969677,79,58.71,81.5,42.11,3.18
489,poum,0,MK,1524969678,87,41.28,20.71,46.52,1.72
490,toowoomba,40,AU,1524967200,40,-27.56,151.95,73.4,10.29
491,axim,12,GH,1524969678,98,4.87,-2.24,82.25,10.22
492,stephenville,1,US,1524968100,35,32.22,-98.2,71.6,5.82
493,puerto del rosario,40,ES,1524967200,63,28.5,-13.86,62.6,23.04
494,itoman,75,JP,1524967200,60,26.12,127.67,77.0,4.7
495,kieta,92,PG,1524969680,99,-6.22,155.63,81.8,2.95
496,tiarei,75,PF,1524969000,66,-17.53,-149.33,84.2,9.17
497,sabha,0,LY,1524969681,26,27.03,14.43,66.32,2.95
498,matagami,88,NG,1524969681,94,9.67,8.4,71.0,3.62
499,plavsk,0,RU,1524969682,77,53.71,37.29,40.04,4.97
500,sorong,64,ID,1524969682,100,-0.86,131.25,82.16,9.66
501,maragogi,88,BR,1524969682,100,-9.01,-35.22,75.95,5.41
502,amga,88,RU,1524969683,61,60.89,131.98,32.03,11.68
503,naryan-mar,0,RU,1524969683,88,67.67,53.09,24.29,6.08
504,santa luzia,0,BR,1524967200,77,-19.77,-43.85,66.2,6.93
505,bozeman,1,US,1524968100,19,45.68,-111.04,69.8,12.75
506,erzincan,20,TR,1524966600,61,39.75,39.49,50.0,2.24
507,illapel,48,CL,1524969414,95,-31.63,-71.17,51.56,1.95
508,sarangani,92,PH,1524969685,100,5.4,125.46,79.91,7.09
509,villa carlos paz,0,AR,1524967200,77,-31.42,-64.5,68.0,3.36
510,mumford,12,GH,1524969686,93,5.26,-0.76,77.39,6.76
511,lodja,48,CD,1524969687,95,-3.52,23.6,70.46,2.28
512,nemuro,0,JP,1524967200,29,43.32,145.57,60.8,6.93
513,camopi,92,GF,1524969688,99,3.17,-52.33,73.07,2.06
514,prince rupert,1,CA,1524967200,66,54.32,-130.32,48.2,12.75
515,thunder bay,5,CA,1524967200,44,48.41,-89.26,37.4,3.18
516,morwa,0,IN,1524969689,63,22.9,73.84,84.14,7.43
517,benton harbor,1,US,1524968220,48,42.12,-86.45,39.2,6.93
518,kem,76,UG,1524969689,99,2.68,33.77,64.79,2.73
519,novokuznetsk,24,RU,1524969689,86,53.76,87.14,49.04,5.86
520,sena madureira,8,BR,1524969690,90,-9.07,-68.66,76.94,1.95
521,goderich,56,CA,1524969690,71,43.74,-81.71,34.46,13.13
522,san buenaventura,24,MX,1524969690,62,27.06,-101.55,65.87,5.97
523,merritt island,1,US,1524966960,72,28.54,-80.67,73.4,4.7
524,oktyabrskiy,0,RU,1524967200,74,55.61,37.97,41.0,6.71
525,ilmajoki,0,FI,1524966600,100,62.73,22.58,30.2,3.36
526,basoko,48,CD,1524969692,96,1.23,23.61,72.62,2.62
527,kondinskoye,92,RU,1524969692,96,59.65,67.41,42.56,8.66
528,sistranda,75,NO,1524966600,75,63.73,8.83,41.0,6.93
529,maniitsoq,68,GL,1524969693,92,65.42,-52.9,16.46,9.66
530,samarai,76,PG,1524969693,99,-10.62,150.67,82.34,15.26
531,monrovia,75,LR,1524967200,94,6.33,-10.8,73.4,4.97
532,kaitong,36,CN,1524969695,45,44.81,123.15,65.42,23.87
533,laguna,75,MX,1524966180,42,27.52,-110.01,80.6,6.93
534,bulgan,80,MN,1524969696,58,48.81,103.53,38.33,4.97
535,yerbogachen,0,RU,1524969696,61,61.28,108.01,41.93,6.42
536,mujiayingzi,36,CN,1524969697,42,42.12,118.78,73.61,8.66
537,kuntaur,24,GM,1524969697,36,13.67,-14.89,76.76,9.78
538,berja,56,ES,1524967200,62,36.85,-2.95,59.0,24.16
539,aksu,90,KZ,1524967200,100,52.04,76.93,46.4,6.71
540,pakenham,75,AU,1524967200,77,-38.08,145.48,60.8,12.75
541,brenham,1,US,1524968100,60,30.17,-96.4,69.8,5.97
542,santa fe,8,AR,1524969700,94,-31.62,-60.7,70.91,8.43
543,nizhniy kuranakh,68,RU,1524969700,65,58.84,125.49,29.06,9.44
544,fengxian,0,CN,1524969701,36,33.91,106.52,71.09,2.73
545,nanao,0,JP,1524967200,25,37.05,136.95,80.6,18.34
546,teguise,32,ES,1524969702,99,29.06,-13.56,61.19,18.72
547,boundiali,8,CI,1524969702,80,9.53,-6.48,74.15,4.97
548,karatuzskoye,0,RU,1524969703,73,53.61,92.87,47.33,3.62
549,cafarnaum,64,BR,1524969704,81,-11.69,-41.47,68.48,10.89
550,strezhevoy,0,RU,1524967200,60,60.73,77.6,41.0,6.71
551,kailua,75,US,1524967020,56,21.39,-157.74,77.0,13.87
552,bachhraon,12,IN,1524969705,47,28.93,78.22,83.96,9.44
553,san quintin,20,PH,1524967200,66,17.54,120.52,89.6,6.93
554,kurri kurri,75,AU,1524967920,88,-32.82,151.48,62.6,11.41
555,chifeng,36,CN,1524969706,42,42.27,118.96,73.61,8.66
556,lakatoro,76,VU,1524969706,100,-16.11,167.42,78.38,1.83
557,verkhniy rohachyk,0,UA,1524969707,85,47.25,34.34,49.31,2.73
558,turbat,0,PK,1524969707,63,26.0,63.05,79.19,3.74
559,acapulco,5,MX,1524966180,78,16.86,-99.88,80.6,4.7
560,snezhnogorsk,75,RU,1524967200,100,69.19,33.23,30.2,6.71
561,lipin bor,0,RU,1524969708,88,60.26,37.97,36.08,10.45
562,novikovo,0,UA,1524969708,100,45.05,34.56,45.62,3.51
563,noumea,90,NC,1524969000,69,-22.28,166.46,78.8,4.7
564,mishkino,20,RU,1524967200,60,56.22,46.62,42.8,11.18
565,bogalusa,40,US,1524968100,77,30.79,-89.85,68.0,3.36
566,meulaboh,8,ID,1524969709,100,4.14,96.13,83.69,2.28
567,sao miguel do araguaia,92,BR,1524969710,62,-13.28,-50.16,80.09,6.64
568,saint-pierre,92,FR,1524967200,100,48.95,4.24,48.2,10.29
569,los llanos de aridane,0,ES,1524967200,68,28.66,-17.92,64.4,13.87
570,kuala lipis,36,MY,1524969711,92,4.19,102.05,82.34,4.07
571,grenada,1,US,1524966780,72,33.77,-89.81,64.4,7.99
572,yabrud,12,SY,1524967200,87,33.97,36.66,55.4,8.05
573,san pedro,32,AR,1524969713,94,-33.68,-59.66,68.39,8.43
574,suzun,64,RU,1524969714,94,53.78,82.32,49.76,4.29
575,teacapan,20,MX,1524969714,70,22.54,-105.74,75.23,2.39
576,helong,88,CN,1524969715,91,25.94,116.13,72.17,4.18
577,ambilobe,0,MG,1524969715,68,-13.19,49.05,78.2,11.68
